transaction_id,customer_id,merchant_id,device_id,ip_id,timestamp,amount,location,account_age_days,device_age_days,transactions_last_10min,failed_attempts,location_change,amount_deviation,behavior_risk_count,is_fraud,fraud_probability,anomaly_score,model_decision,device_customer_count,ip_customer_count,device_transaction_count,ip_transaction_count,shared_device,shared_ip,entity_risk_count,graph_risk_score,fraud_signal,anomaly_signal,raw_risk_score,expected_fraud_loss,false_positive_cost,approve_cost,verify_cost,review_cost,recommended_action,minimum_expected_cost,decision_is_intervention,actual_fraud,financial_exposure_score,risk_score,risk_explanation,final_action,final_intervention
TX_0000003,CUST_02534,MER_0025,DEV_01111,IP_02167,2026-06-01 13:09:00,5899.35,Bengaluru,1075,9,11,5,1,6.416,5,1,1.0,100.0,REVIEW,1.0,1.0,2.0,5.0,0,0,0,26.5,100.0,100.0,100.0,5899.35,58.993500000000004,5899.35,1204.87,369.96750000000026,REVIEW,369.96750000000026,1,1,100.0,100.0,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0001078,CUST_02196,MER_0198,DEV_01378,IP_01046,2026-06-17 18:26:00,6189.84,Kolkata,823,6,7,6,1,4.827,5,1,1.0,100.0,REVIEW,1.0,2.0,6.0,4.0,0,1,1,39.0,100.0,100.0,100.0,6189.84,61.8984,6189.84,1262.9679999999998,384.4920000000003,REVIEW,384.4920000000003,1,1,100.0,100.0,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0017501,CUST_03196,MER_0020,DEV_01440,IP_01020,2026-06-08 19:52:00,15764.09,Kolkata,1553,10,9,4,1,10.244,5,1,0.9999691840850407,100.0,REVIEW,3.0,1.0,15.0,3.0,1,0,2,56.5,99.99691840850406,100.0,99.99784288595283,15763.604215143148,157.64090000000002,15763.604215143148,3177.720843028629,863.1802107571581,REVIEW,863.1802107571581,1,1,100.0,99.99845920425203,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0010853,CUST_02725,MER_0213,DEV_04009,IP_00374,2026-06-05 11:02:00,16948.51,Pune,600,9,9,6,1,7.916,5,1,0.9999691840850407,100.0,REVIEW,1.0,3.0,6.0,10.0,0,1,2,56.0,99.99691840850406,100.0,99.99784288595283,16947.98771615715,169.4851,16947.98771615715,3414.597543231429,922.3993858078583,REVIEW,922.3993858078583,1,1,100.0,99.99845920425203,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0011521,CUST_01772,MER_0201,DEV_03793,IP_01145,2026-06-15 21:36:00,7378.02,Delhi,1541,2,7,5,1,7.429,5,1,0.9999691840850407,100.0,REVIEW,0.0,1.0,0.0,7.0,0,0,0,18.5,99.99691840850406,100.0,99.99784288595283,7377.792639563112,73.78020000000001,7377.792639563112,1500.5585279126221,443.88963197815593,REVIEW,443.88963197815593,1,1,100.0,99.99845920425203,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0004895,CUST_01272,MER_0056,DEV_03767,IP_00995,2026-06-03 07:22:00,5000.58,Ahmedabad,1151,7,11,3,1,4.415,5,1,0.9999668372133118,100.0,REVIEW,2.0,1.0,7.0,4.0,1,0,1,40.5,99.99668372133118,100.0,99.99767860493182,5000.414166832143,50.0058,5000.414166832143,1025.0828333664283,325.02070834160736,REVIEW,325.02070834160736,1,1,100.0,99.99834186066559,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0006899,CUST_03286,MER_0283,DEV_00717,IP_03846,2026-06-24 14:35:00,9418.58,Jaipur,329,12,5,5,1,11.118,5,1,0.999960878382016,100.0,REVIEW,2.0,1.0,7.0,3.0,1,0,1,39.0,99.9960878382016,100.0,99.99726148674112,9418.211529911288,94.1858,9418.211529911288,1908.6423059822573,545.9105764955648,REVIEW,545.9105764955648,1,1,100.0,99.99804391910081,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0007861,CUST_03771,MER_0268,DEV_02492,IP_05344,2026-06-23 19:31:00,10498.42,Chennai,449,4,5,4,1,10.293,5,1,0.999960878382016,100.0,REVIEW,0.0,1.0,0.0,6.0,0,0,0,17.0,99.9960878382016,100.0,99.99726148674112,10498.009284823323,104.9842,10498.009284823323,2124.6018569646644,599.9004642411667,REVIEW,599.9004642411667,1,1,100.0,99.99804391910081,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0014553,CUST_01705,MER_0158,DEV_02011,IP_04430,2026-06-16 23:19:00,9784.2,Jaipur,475,6,11,5,1,5.838,5,1,0.9999464434872333,100.0,REVIEW,3.0,2.0,14.0,3.0,1,1,3,64.5,99.99464434872333,100.0,99.99625104410633,9783.67599236779,97.84200000000001,9783.67599236779,1981.7351984735574,564.1837996183899,REVIEW,564.1837996183899,1,1,100.0,99.99732217436167,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0014538,CUST_02529,MER_0054,DEV_01749,IP_00561,2026-05-26 21:10:00,22596.4,Mumbai,319,1,11,6,1,8.029,5,1,0.9999464434872333,100.0,REVIEW,1.0,1.0,4.0,5.0,0,0,0,29.5,99.99464434872333,100.0,99.99625104410633,22595.18981561492,225.96400000000003,22595.18981561492,4544.037963122983,1204.759490780747,REVIEW,1204.759490780747,1,1,100.0,99.99732217436167,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0006723,CUST_00400,MER_0113,DEV_01618,IP_00182,2026-06-09 17:04:00,6424.26,Kochi,929,1,10,5,1,8.096,5,1,0.9999464434872333,100.0,REVIEW,1.0,1.0,1.0,6.0,0,0,0,26.5,99.99464434872333,100.0,99.99625104410633,6423.915939037293,64.24260000000001,6423.915939037293,1309.7831878074585,396.19579695186496,REVIEW,396.19579695186496,1,1,100.0,99.99732217436167,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0017377,CUST_01060,MER_0042,DEV_02165,IP_02426,2026-06-28 11:34:00,15219.16,Bengaluru,859,4,8,6,1,7.432,5,1,0.999938932723283,100.0,REVIEW,1.0,2.0,4.0,13.0,0,1,2,49.5,99.99389327232831,100.0,99.9957252906298,15218.23060734488,152.1916,15218.23060734488,3068.6461214689753,835.9115303672447,REVIEW,835.9115303672447,1,1,100.0,99.99694663616415,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0012675,CUST_03831,MER_0058,DEV_04875,IP_04250,2026-06-21 17:31:00,13387.06,Kolkata,804,7,7,3,1,5.577,5,1,0.999938932723283,100.0,REVIEW,2.0,1.0,10.0,7.0,1,0,2,49.5,99.99389327232831,100.0,99.9957252906298,13386.242488702554,133.8706,13386.242488702554,2702.24849774051,744.3121244351282,REVIEW,744.3121244351282,1,1,100.0,99.99694663616415,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0006660,CUST_02453,MER_0144,DEV_04127,IP_05562,2026-06-14 15:09:00,12413.66,Ahmedabad,898,8,8,5,1,4.282,5,1,0.999938932723283,100.0,REVIEW,0.0,3.0,0.0,14.0,0,1,2,44.0,99.99389327232831,100.0,99.9957252906298,12412.90193158971,124.1366,12412.90193158971,2507.5803863179412,695.645096579486,REVIEW,695.645096579486,1,1,100.0,99.99694663616415,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0012193,CUST_00511,MER_0190,DEV_02346,IP_01293,2026-06-14 05:30:00,9568.2,Ahmedabad,898,11,4,6,1,9.931,5,1,0.999938932723283,100.0,REVIEW,0.0,2.0,0.0,7.0,0,1,1,26.5,99.99389327232831,100.0,99.9957252906298,9567.615696082918,95.68200000000002,9567.615696082918,1938.523139216583,553.3807848041463,REVIEW,553.3807848041463,1,1,100.0,99.99694663616415,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0011273,CUST_01421,MER_0099,DEV_04427,IP_01787,2026-06-09 07:35:00,5000.0,Pune,1604,2,10,5,1,4.963,5,1,0.9999262007525836,100.0,REVIEW,0.0,2.0,0.0,11.0,0,1,2,32.5,99.99262007525836,100.0,99.99483405268084,4999.631003762918,50.0,4999.631003762918,1024.9262007525836,324.9815501881461,REVIEW,324.9815501881461,1,1,100.0,99.99631003762917,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0000792,CUST_03449,MER_0257,DEV_00441,IP_05091,2026-05-28 06:29:00,6171.61,Kolkata,1235,4,10,6,1,4.529,5,1,0.9999211200760726,100.0,REVIEW,2.0,2.0,7.0,10.0,1,1,3,57.5,99.99211200760726,100.0,99.99447840532508,6171.12318387269,61.7161,6171.12318387269,1259.2246367745377,383.55615919363476,REVIEW,383.55615919363476,1,1,100.0,99.99605600380363,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0004868,CUST_03723,MER_0064,DEV_04896,IP_04457,2026-06-16 15:28:00,6650.05,Pune,387,7,10,5,1,4.439,5,1,0.9999203054551363,100.0,REVIEW,1.0,1.0,3.0,1.0,0,0,0,22.0,99.99203054551363,100.0,99.99442138185954,6649.520027291929,66.5005,6649.520027291929,1354.9040054583857,407.47600136459675,REVIEW,407.47600136459675,1,1,100.0,99.99601527275681,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0011583,CUST_03374,MER_0278,DEV_03882,IP_03463,2026-06-14 03:40:00,18005.1,Chennai,756,2,8,6,1,10.8,5,1,0.9999081168083236,100.0,REVIEW,1.0,2.0,1.0,9.0,0,1,1,39.0,99.99081168083237,100.0,99.99356817658266,18003.445633945546,180.051,18003.445633945546,3625.6891267891083,975.1722816972781,REVIEW,975.1722816972781,1,1,100.0,99.99540584041618,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0002260,CUST_02984,MER_0058,DEV_02484,IP_01581,2026-06-03 04:29:00,19796.3,Ahmedabad,547,10,4,5,1,10.947,5,1,0.9998945807408363,100.0,REVIEW,0.0,2.0,0.0,10.0,0,1,2,31.0,99.98945807408363,100.0,99.99262065185853,19794.213088719815,197.963,19794.213088719815,3983.842617743962,1064.7106544359917,REVIEW,1064.7106544359917,1,1,100.0,99.99472903704182,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0010815,CUST_00105,MER_0244,DEV_04539,IP_02286,2026-06-05 06:12:00,5000.0,Chennai,424,7,11,3,1,7.888,5,1,0.9998742920115842,100.0,REVIEW,0.0,2.0,0.0,13.0,0,1,2,35.5,99.98742920115842,100.0,99.99120044081089,4999.371460057921,50.0,4999.371460057921,1024.8742920115837,324.9685730028963,REVIEW,324.9685730028963,1,1,100.0,99.99371460057921,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0001469,CUST_02991,MER_0156,DEV_04547,IP_00525,2026-06-11 04:02:00,27511.46,Hyderabad,407,7,5,3,1,8.225,5,1,0.9998742920115842,100.0,REVIEW,0.0,1.0,0.0,4.0,0,0,0,14.0,99.98742920115842,100.0,99.99120044081089,27508.001589705018,275.1146,27508.001589705018,5526.600317941003,1450.400079485252,REVIEW,1450.400079485252,1,1,100.0,99.99371460057921,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0007297,CUST_03742,MER_0050,DEV_03686,IP_00542,2026-05-25 16:53:00,13992.45,Delhi,482,11,5,3,1,7.379,5,1,0.9998668419321077,100.0,REVIEW,0.0,1.0,0.0,9.0,0,0,0,21.5,99.98668419321078,100.0,99.99067893524754,13990.586792392922,139.92450000000002,13990.586792392922,2823.117358478584,774.5293396196467,REVIEW,774.5293396196467,1,1,100.0,99.99334209660539,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0001260,CUST_02874,MER_0189,DEV_02127,IP_03411,2026-06-19 23:07:00,5000.0,Hyderabad,1544,6,5,4,1,9.375,5,1,0.9998335226218328,100.0,REVIEW,0.0,1.0,0.0,6.0,0,0,0,17.0,99.98335226218327,100.0,99.98834658352828,4999.1676131091635,50.0,4999.1676131091635,1024.8335226218323,324.9583806554584,REVIEW,324.9583806554584,1,1,100.0,99.99167613109164,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0002221,CUST_03883,MER_0167,DEV_01203,IP_01948,2026-06-13 19:43:00,15703.54,Mumbai,907,12,5,5,1,9.214,5,1,0.9997819696946731,100.0,REVIEW,1.0,2.0,2.0,9.0,0,1,1,40.5,99.97819696946732,100.0,99.98473787862712,15700.116152379089,157.0354,15700.116152379089,3165.023230475817,860.0058076189551,REVIEW,860.0058076189551,1,1,100.0,99.98909848473366,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0008347,CUST_00655,MER_0211,DEV_00530,IP_00896,2026-06-09 12:08:00,6030.04,Delhi,1217,13,10,4,1,6.892,5,1,0.9997802901612692,100.0,REVIEW,4.0,1.0,11.0,2.0,1,0,2,57.5,99.97802901612692,100.0,99.98462031128884,6028.71514088406,60.3004,6028.71514088406,1230.7430281768118,376.4357570442033,REVIEW,376.4357570442033,1,1,100.0,99.98901450806346,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0011954,CUST_00863,MER_0194,DEV_04497,IP_03806,2026-06-23 06:29:00,15166.04,Pune,1526,5,7,3,1,11.755,5,1,0.9997668009576894,100.0,REVIEW,1.0,1.0,3.0,5.0,0,0,0,28.0,99.97668009576894,100.0,99.98367606703826,15162.503293996357,151.6604,15162.503293996357,3057.5006587992707,833.1251646998185,REVIEW,833.1251646998185,1,1,100.0,99.98834004788446,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0013137,CUST_03088,MER_0161,DEV_00238,IP_03087,2026-06-06 20:34:00,11089.92,Chennai,583,13,8,6,1,10.023,5,1,0.999677417738651,100.0,REVIEW,1.0,2.0,4.0,9.0,0,1,1,43.5,99.9677417738651,100.0,99.97741924170556,11086.342588528221,110.89920000000001,11086.342588528221,2242.2685177056437,629.3171294264116,REVIEW,629.3171294264116,1,1,100.0,99.98387088693255,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0013485,CUST_03213,MER_0209,DEV_01717,IP_01202,2026-06-11 08:43:00,23226.44,Kochi,224,8,9,4,1,10.249,5,1,0.9996258805251309,100.0,REVIEW,0.0,2.0,0.0,9.0,0,1,1,29.5,99.96258805251308,100.0,99.97381163675915,23217.75053646412,232.2644,23217.75053646412,4668.550107292823,1235.887526823207,REVIEW,1235.887526823207,1,1,100.0,99.98129402625653,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
TX_0010324,CUST_01748,MER_0064,DEV_02672,IP_03032,2026-06-19 11:19:00,29573.37,Kochi,801,13,7,5,1,7.134,5,1,0.9995998083587968,100.0,REVIEW,1.0,2.0,8.0,8.0,0,1,1,48.0,99.95998083587968,100.0,99.97198658511577,29561.53498452379,295.7337,29561.53498452379,5937.3069969047565,1553.076749226191,REVIEW,1553.076749226191,1,1,100.0,99.97999041793983,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; multiple recent failed attempts; newly observed device; unusual transaction location,REVIEW,1
